Scenario	Horizon	CapReq	Products	NumOfOrders	BatchSizes	System	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	OperatorCost	OperationCost	SetupCost	LatenessCost	Investment
249	40	415818	49	163	203	3	122	54	27	10	94	66	6	26	261	706	0	0	0	0	1057	0	1310	0	0	0	1465	1247	156	403	0	384	392	39	114	0	722	764	0	1099	405	0	349	1494	483	45	283	714	80	720	579	904	1309	361	1165	0	1163	631	1003	386	0	646	0	216	0	135	773	0	0	876	428	965	1373	779	581	1036	334	1570	1084	0	85	41	25	21	12	27	20	5	12	9320	13560	745	9946	3861
250	40	2297076	39	474	385	3	105	49	30	12	78	46	5	22	0	5104	0	3239	0	3269	0	3369	0	8275	5899	0	0	0	0	4640	0	4703	0	4742	3906	6610	0	3552	0	4067	0	0	6409	4093	4174	0	0	3410	0	0	7787	6791	4955	5559	4848	0	2831	4512	0	4309	7226	4188	4290	0	4506	3705	3461	5491	0	0	2286	0	2955	2751	6195	7235	0	0	0	4703	2605	54	33	28	15	36	26	6	15	50000	41220	1680	110321	5074
251	40	610188	18	268	202	3	51	14	18	7	38	24	2	12	0	0	0	2827	0	3279	0	0	0	2134	0	0	0	0	0	0	2913	0	0	0	0	0	0	0	4210	2226	1453	4479	0	2654	2314	0	0	0	0	0	0	0	0	0	3692	0	2859	0	0	0	0	0	0	0	0	4047	1271	0	0	0	0	2490	4326	0	0	2568	0	0	4315	0	0	38	23	20	11	24	18	4	11	14280	24510	895	35552	3554
252	40	1709539	15	619	225	3	45	13	10	6	34	22	2	8	0	0	0	0	2472	0	0	0	0	9366	0	12070	0	0	0	0	10395	0	9837	0	0	0	0	0	9456	0	7594	0	3209	0	0	10440	0	0	10087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10258	0	0	10348	0	0	0	11130	0	0	0	0	0	10341	11997	0	0	0	45	25	25	12	27	22	5	14	41360	58660	1500	51041	4173
253	40	1939565	56	503	330	3	150	49	36	16	110	71	6	30	3278	2674	3377	1913	2161	2483	3262	3711	2454	1822	1188	4890	4224	2305	1754	3489	0	2978	0	0	3688	4601	0	1550	4012	5339	3074	2651	1591	3718	2830	1776	3411	0	3843	2496	0	1549	0	3084	3815	3712	3590	4626	0	0	3308	3267	3272	1703	3199	2519	3639	0	3495	889	3181	3581	3547	2913	0	1394	2575	2154	2033	2916	3473	60	36	31	19	39	31	7	17	42240	42100	1785	165067	5659
254	40	2118989	30	554	328	3	79	22	16	8	52	40	5	11	7205	0	5358	0	3693	0	4952	0	0	0	0	0	0	6721	0	0	5130	7292	0	0	6757	0	4809	0	6122	0	5412	7517	7513	0	7076	6662	3893	0	0	0	0	6738	0	3860	8230	0	0	4666	0	0	4560	6417	6798	2757	7112	0	0	0	7938	0	0	7205	5177	0	0	9337	0	4958	0	0	0	52	31	27	15	33	26	6	15	46900	43070	1515	107989	4871
255	40	138214	65	287	45	3	173	66	44	19	131	84	7	33	395	272	91	341	336	105	176	145	314	292	500	134	115	412	176	312	171	201	2	66	52	130	19	204	120	113	335	174	205	66	236	452	257	109	57	121	229	203	311	138	161	264	112	359	333	85	138	86	0	192	166	171	38	152	153	0	304	88	113	112	298	223	234	193	409	138	200	41	25	21	12	27	20	5	12	3780	24840	1165	14158	3861
256	40	245403	11	115	235	3	28	9	5	3	25	15	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1753	0	2766	0	1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2326	0	0	3657	2623	0	0	0	0	0	1246	0	0	0	0	0	2803	0	0	0	0	0	3635	1643	0	0	0	0	3460	0	0	34	20	19	9	21	15	3	10	5920	9530	445	14114	3153
257	40	999880	32	327	251	3	85	33	28	9	63	36	4	19	0	0	0	2354	0	3722	0	0	2962	0	2807	2002	1831	0	1960	3177	0	0	0	0	2024	2592	0	0	0	2998	4760	3032	0	2441	1467	0	3049	1091	0	0	2362	0	1615	2953	0	1968	0	0	3559	4405	2241	0	2421	3845	2304	2953	0	1320	1298	0	0	0	0	0	0	1751	0	0	0	2848	0	48	28	26	13	30	23	5	14	22380	28360	1220	45841	4470
258	40	1975892	17	485	397	3	42	22	10	2	32	20	1	8	0	0	0	0	0	0	0	0	0	9783	10866	0	0	0	0	0	0	6402	0	0	0	3306	11182	13349	15458	0	0	0	0	0	0	0	0	0	0	0	0	10428	0	0	0	0	0	13446	9054	0	0	0	0	10679	0	0	0	0	0	0	0	0	13810	11877	10303	14320	16719	0	11763	0	0	41	25	23	12	27	21	4	11	44900	39420	1310	106413	3917
259	40	2018264	2	436	386	3	6	2	2	0	3	4	0	3	0	0	0	0	0	0	85081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83201	0	0	0	0	9	7	2	69	6	5	2	4	49600	43480	395	35442	1132
260	40	315553	37	172	147	3	92	43	23	9	78	53	4	20	276	268	1333	0	68	610	816	0	0	0	0	287	0	1148	281	735	577	0	932	979	684	838	0	0	0	0	765	0	644	0	760	1087	0	611	1047	0	0	1202	957	0	458	0	611	0	500	1036	132	0	0	0	1033	0	431	0	0	0	0	0	0	808	313	619	771	800	0	346	550	41	25	21	12	27	20	5	12	7320	15010	765	8091	3861
261	40	1588612	17	370	351	3	49	18	21	4	36	26	0	8	5516	0	0	8209	0	7832	4503	0	8011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8445	0	0	0	11438	6179	9425	0	0	0	7289	8513	0	0	7086	0	0	0	0	13651	0	0	8794	0	0	0	0	0	0	0	0	0	0	4513	0	5622	0	0	4967	0	0	0	0	0	41	25	21	12	27	20	5	12	35840	35740	1220	53882	3861
262	40	1924446	48	491	331	3	123	48	30	11	92	67	3	23	6172	0	2658	4028	904	2777	2985	0	3857	0	4764	2972	2542	3696	4040	3673	0	1652	0	2714	0	1874	3947	3840	6062	2628	0	3918	1813	0	3391	7262	4496	0	1769	1681	0	3801	4559	0	0	2887	5136	3399	2230	3559	2718	3204	4210	3389	3497	5285	2791	0	0	2658	0	4330	0	2184	1458	0	0	3955	2705	0	2614	52	31	27	15	33	26	6	15	41960	41530	1635	180251	4871
263	40	1643256	58	394	352	3	159	60	43	18	114	75	6	31	2118	1592	0	1811	2919	1986	1830	979	2842	1356	1985	2468	194	1742	1197	0	1552	869	2691	2345	3247	3853	0	2032	0	1791	2376	2323	2955	2150	1985	2090	2048	2629	3128	4086	0	4285	2003	3996	722	2163	2258	3471	2409	0	2917	3992	1158	2464	4144	0	4318	4783	3122	4646	1244	1581	2476	0	2399	1434	1569	1441	3363	1316	0	60	36	31	19	39	31	7	17	35600	33520	1515	72372	5659
264	40	427047	2	343	99	3	6	5	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16970	0	0	0	0	0	0	16837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	4	4	6	5	1	3	15040	30660	400	5120	868
265	40	1601634	5	437	257	3	17	5	12	4	12	7	1	4	0	0	0	26291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29606	0	0	0	0	31844	0	0	0	0	0	0	0	0	14691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9974	26	14	15	6	15	12	3	8	40320	56550	860	12122	2389
266	40	1002729	16	539	155	3	45	15	15	5	34	23	1	7	0	0	0	6031	5661	0	6310	0	0	0	3556	0	0	0	0	5270	0	0	0	0	0	0	5428	2431	0	0	0	0	0	0	0	5588	0	5028	0	0	0	0	0	3572	0	0	6913	2340	0	0	5661	0	0	0	0	0	7608	0	0	0	0	0	5869	0	6311	0	0	0	0	0	0	32	19	19	8	21	16	3	8	24460	49880	1125	74098	3049
267	40	1016355	34	330	226	3	86	38	24	8	61	44	5	14	0	0	1803	1363	0	2746	0	0	0	0	2462	0	0	1472	0	0	0	0	0	2193	1645	0	0	1441	1266	4147	1271	2446	0	1245	1990	5387	0	0	0	0	0	3249	0	1832	4601	3043	0	2251	1466	2851	2900	1367	0	1574	0	0	0	0	2446	2245	2274	118	4303	0	1372	1608	0	630	1481	0	0	45	28	22	14	30	23	6	13	22600	28660	1175	72662	4262
268	40	1305355	64	369	305	3	170	61	44	19	128	80	7	33	166	2793	1412	546	2552	2626	0	1008	1728	1807	2295	775	2094	3444	657	2114	3388	1362	1758	0	911	556	457	899	2181	2225	1369	1311	1282	1414	2306	1203	801	2641	2294	2084	1910	3852	1329	1721	2619	2834	0	1221	3877	1593	975	1740	2574	787	2712	1771	1999	1333	2035	1251	1526	623	1359	944	2301	1701	2700	2785	1285	1950	883	48	28	26	13	30	23	5	14	28380	31060	1470	101284	4470
269	40	1362741	40	501	226	3	115	35	27	13	80	50	3	24	3577	0	0	4735	0	0	0	0	0	0	2753	0	1528	0	0	2954	2691	2821	2950	0	0	3024	2155	0	2998	2813	2308	0	2727	1365	3128	1818	0	3619	4349	2121	0	0	3321	0	0	2348	1934	2191	0	2775	0	1628	0	3121	2928	0	2177	4369	3259	4133	3233	3293	2758	3119	2474	0	1769	3589	0	2304	0	50	28	28	15	30	25	5	15	30420	42860	1490	95898	4654
270	40	1246574	39	331	338	3	106	44	20	12	75	48	3	25	2031	3249	0	0	2969	2599	0	0	0	2633	0	0	3276	3207	2850	2166	0	5393	0	0	3542	3491	1073	2421	4504	2156	3636	0	2842	1956	1830	3612	4503	0	0	3889	0	4383	4191	0	0	3213	2405	0	3361	0	0	2042	3279	0	0	0	3285	0	2192	159	0	0	2349	1929	4092	0	2485	1918	0	810	0	48	28	26	13	30	23	5	14	27340	28190	1205	102014	4470
271	40	844921	64	263	281	3	168	63	44	19	127	79	7	33	2584	267	587	333	1246	769	999	1246	983	1502	1445	719	1490	1488	0	1229	945	33	1114	905	554	1102	1547	531	2429	1182	1364	58	248	642	721	3252	964	647	364	730	1536	615	836	712	1263	1793	1212	652	129	0	1471	311	2493	843	1584	2601	2889	1047	841	1368	1769	799	0	946	891	1513	2944	1035	1518	1529	438	48	28	26	13	30	23	5	14	18500	22140	1165	56450	4470
272	40	897401	19	272	306	3	40	22	6	4	38	19	3	6	0	0	0	0	4646	0	0	0	0	0	0	5722	0	3532	3047	4848	0	0	0	0	4325	5508	0	0	0	0	0	0	0	0	0	0	0	0	2646	4702	3719	0	0	2856	0	0	7756	0	5702	0	0	0	4044	1328	3151	0	0	3575	0	0	0	0	0	0	7461	4624	0	0	0	0	0	41	25	21	12	27	20	5	12	20360	19630	980	39361	3861
273	40	314840	44	234	111	3	121	39	29	13	84	58	5	23	594	232	0	895	215	471	354	375	781	0	0	530	0	633	0	339	0	0	313	0	0	0	0	0	934	334	753	660	591	423	587	568	956	0	674	0	580	0	625	1255	0	0	0	761	252	719	438	660	599	439	542	114	0	990	0	649	718	972	894	0	194	586	0	580	426	852	0	41	25	21	12	27	20	5	12	7440	19370	975	20684	3861
274	40	249078	9	606	47	3	23	9	8	4	18	14	2	2	0	0	0	4039	0	0	0	0	0	0	0	2006	0	0	0	0	0	1775	0	0	0	0	0	0	4081	0	0	0	0	0	0	3520	0	0	0	0	3304	0	0	0	0	0	0	0	3038	0	0	0	0	0	0	0	0	0	0	0	3555	3180	0	0	0	0	0	0	0	0	0	30	16	18	9	18	15	3	8	11280	54280	950	21765	2790
275	40	1503277	56	374	343	3	150	54	40	15	110	70	6	29	2175	0	2409	3675	1562	0	4508	0	0	0	2727	1719	3120	0	0	2358	1983	2885	2212	3228	2503	611	2927	3115	3341	0	4812	1668	1151	0	1602	827	4588	1442	599	2104	555	1131	2061	2330	2915	2174	3252	0	2725	857	2074	1081	685	4078	2785	3884	2237	2369	2527	3019	0	2976	1431	386	0	1140	3097	5365	1278	2441	1689	52	31	27	15	33	26	6	15	32640	31370	1405	113326	4871
276	40	164987	38	199	75	3	100	42	26	13	74	47	5	21	0	118	0	0	89	286	0	0	776	351	439	706	528	0	749	0	0	186	0	396	483	0	563	0	0	374	416	0	207	452	230	608	251	654	341	1040	0	575	378	0	144	0	308	0	0	0	0	334	354	397	0	0	212	523	161	325	0	0	0	95	0	57	0	0	623	254	0	41	25	21	12	27	20	5	12	4280	17160	820	5309	3861
277	40	772210	62	224	285	3	168	62	44	20	122	81	7	33	927	0	1489	470	856	591	1096	0	1812	0	65	839	77	1000	1244	1952	1582	1150	994	1872	1085	207	1751	510	831	1228	1138	3235	845	561	424	1110	1072	353	0	1482	1535	1640	1668	586	275	946	0	473	1210	1895	1231	1019	189	14	1595	0	848	139	296	998	2148	1290	821	425	0	1162	2011	908	2620	2056	0	45	28	22	14	30	23	6	13	16860	19370	935	52316	4262
278	40	295057	41	133	212	3	109	35	33	13	74	57	3	25	570	0	1374	659	956	0	774	631	760	301	0	0	865	1737	0	0	0	1110	117	150	797	0	439	0	0	332	0	0	0	1080	752	293	0	1029	485	0	0	986	1008	0	849	31	0	816	195	318	0	0	0	19	0	0	1275	358	641	744	0	676	1083	477	1227	936	0	0	1284	0	0	41	25	21	12	27	20	5	12	6720	11520	635	11215	3861
279	40	1206071	36	420	243	3	102	41	26	12	67	49	1	16	0	3239	2580	2324	3538	2045	0	0	0	3391	0	0	3146	4007	4102	0	3255	2824	1990	2266	0	0	1399	0	0	1859	0	0	0	0	0	2301	645	0	3404	314	0	0	1710	0	0	0	2422	0	4048	3072	0	4336	3969	0	0	2660	2411	0	0	3167	3178	3026	3760	3708	2475	3222	2388	0	0	3692	0	49	29	26	14	30	24	5	14	26880	36200	1350	79334	4564
280	40	892701	30	505	136	3	81	26	20	9	62	37	4	14	0	0	0	0	0	1574	2556	0	3355	1894	0	1811	0	1440	0	2444	0	0	0	2850	0	1323	1620	1947	2831	2004	2601	682	3555	1849	0	1614	0	3176	0	0	0	0	0	3357	0	0	2458	2339	0	0	0	1926	0	1876	0	2756	0	0	0	0	0	0	3040	0	3453	2461	0	2314	0	1402	0	41	25	21	12	27	20	5	12	20940	41290	1320	82292	3861
281	40	2854867	40	631	355	3	104	38	33	10	80	58	3	17	0	7874	0	8325	3709	0	6652	0	0	0	5684	0	2340	0	3957	0	4557	0	0	5536	5873	7256	0	2229	0	6551	2527	3720	5733	0	11414	6734	7477	4849	9202	0	0	0	0	5015	0	0	4097	5549	6525	6438	6255	0	5724	7508	4821	3594	6798	0	6455	6520	4341	6044	3213	0	0	0	0	3006	5037	4769	0	62	35	35	19	39	32	6	16	62640	53830	1910	180526	5801
282	40	311738	45	167	165	3	120	49	33	17	96	53	7	21	0	334	0	741	690	803	0	570	880	2063	398	0	465	0	1022	0	281	1001	1389	0	528	496	0	244	0	0	301	410	1336	429	0	818	811	0	823	938	189	0	615	608	469	472	682	93	295	0	610	706	852	0	0	482	1270	0	1040	0	0	82	0	0	0	0	239	658	0	468	0	41	25	21	12	27	20	5	12	7240	15340	745	22427	3861
283	40	56153	32	165	28	3	89	26	26	12	61	38	3	19	0	0	113	0	31	0	0	95	120	107	0	138	197	0	0	185	188	0	203	0	221	0	43	34	0	0	154	235	0	175	182	0	0	85	28	108	0	0	0	0	0	0	224	0	0	172	204	0	6	0	269	207	0	0	0	0	0	0	114	0	125	306	150	127	0	0	87	41	25	21	12	27	20	5	12	1620	13850	425	31756	3861
284	40	1996505	9	461	365	3	28	9	2	3	20	11	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25690	0	21082	0	0	0	0	0	0	0	0	0	0	0	0	17818	0	0	14594	0	18478	0	0	0	0	0	0	0	0	23660	0	0	0	0	0	0	0	0	0	0	0	0	0	9275	15474	0	0	0	0	22325	0	30	16	18	9	18	15	3	8	46540	42170	1025	81467	2790
285	40	742241	30	194	332	3	80	32	25	11	55	44	3	19	0	2374	616	0	0	0	3042	0	0	1929	3794	2081	2106	0	2747	0	559	0	2415	2301	0	0	0	0	2399	0	3190	1095	0	0	2286	0	0	0	0	3441	0	0	2481	0	0	0	0	0	0	1333	0	1775	2518	2596	1180	0	0	3079	2603	1542	907	417	2777	0	0	0	1989	0	2782	0	0	37	23	16	11	24	18	5	12	16360	17320	795	40570	3422
286	40	323223	33	453	63	3	90	32	13	12	68	37	4	16	1008	1103	943	0	0	0	0	591	0	0	0	0	1127	0	0	0	866	0	855	0	528	0	583	0	491	879	0	0	637	1051	1027	0	0	0	1131	1323	844	0	0	610	0	530	1044	1003	684	0	0	974	613	0	0	0	0	1086	1196	0	510	890	0	0	891	0	425	0	616	1609	818	46	28	24	15	30	23	5	13	8640	37470	1270	40342	4342
287	40	281000	57	586	41	3	154	56	44	18	114	77	6	33	505	351	410	465	350	447	120	408	365	521	471	248	604	0	0	258	639	267	699	369	375	549	275	568	632	390	613	510	292	836	466	478	0	371	0	0	0	0	654	418	476	223	453	756	552	217	187	298	517	335	469	0	674	0	379	296	332	343	0	357	163	264	464	380	429	354	88	41	25	21	12	27	20	5	12	7700	52810	1540	52556	3861
288	40	1326663	29	362	285	3	87	30	12	8	63	36	2	14	0	0	0	0	0	3813	0	0	0	0	2109	3937	4612	0	1784	0	4519	0	3229	0	0	3324	0	0	0	3631	0	0	1352	0	4333	4173	3387	0	5565	0	3075	967	0	4908	0	0	4828	0	0	3171	0	0	6527	0	2406	0	1775	4910	0	0	0	0	0	0	1032	5896	4198	2604	4615	2580	0	48	28	26	13	30	23	5	14	29380	31050	1215	85202	4470
289	40	745683	37	216	273	3	103	33	26	11	71	44	4	16	0	0	0	430	1302	0	2582	1391	882	0	2139	0	0	0	443	858	0	2011	1445	0	2624	1969	0	0	0	1673	0	0	2946	1001	0	346	0	0	0	0	3101	2255	0	1047	2744	3247	0	1042	1291	0	2590	0	2034	1174	0	584	1123	1929	1483	2315	491	2144	0	0	784	0	0	613	0	3009	0	41	25	21	12	27	20	5	12	16500	17620	920	19507	3861
290	40	805177	27	444	164	3	70	25	17	11	53	37	5	15	0	0	2464	0	2805	1947	3486	0	0	0	0	3506	3382	0	0	0	1816	0	0	0	2073	0	3668	0	1575	0	0	0	0	2948	0	2864	0	1967	0	2656	0	0	1091	1740	2522	0	3225	5562	0	2468	0	4469	0	0	0	2942	0	0	3285	2570	0	0	0	0	0	0	975	2776	2158	0	0	41	25	21	12	27	20	5	12	18980	37040	1260	103832	3861
291	40	1121528	27	257	364	3	79	28	26	6	54	29	3	13	0	4211	0	1798	3447	0	0	0	0	7251	879	5072	0	0	0	0	3505	3923	0	0	5725	0	0	1481	3836	3555	0	1368	1674	0	0	0	0	4014	6444	4036	0	0	3958	0	0	2386	0	5085	0	0	3366	0	0	0	2042	0	0	0	3487	0	0	2017	0	2737	0	4873	0	0	0	0	1487	48	28	26	13	30	23	5	14	24680	22910	1005	58095	4470
292	40	1060057	62	631	151	3	167	61	41	19	122	78	6	32	2293	0	1262	1448	2286	1260	1692	1222	1633	1778	1783	2303	2808	1909	1856	733	1545	0	1533	0	753	1207	1990	499	2376	1572	0	2125	1366	779	658	469	1776	858	1832	1076	1651	1481	1602	2487	1780	925	1128	1092	1275	1654	1843	1165	1439	1619	867	2088	1717	1335	1823	1145	914	2483	1648	1877	894	1178	2179	2526	1889	960	0	53	31	29	16	33	26	5	15	24060	53670	1805	176707	4951
293	40	956900	60	202	375	3	158	63	42	20	119	77	7	28	0	1335	1136	664	321	1894	35	1678	0	2548	1541	0	1223	875	1838	0	839	660	0	1124	914	588	972	4663	1389	1225	163	3480	1012	1264	1688	249	791	2113	463	0	1769	645	1230	316	646	888	1703	1561	643	1283	3061	898	1721	2247	1256	393	2166	669	2123	0	1265	1142	601	237	2078	1348	2102	568	0	649	1945	48	28	26	13	30	23	5	14	20580	17970	905	47268	4470
294	40	950175	25	264	256	3	75	28	20	8	47	31	3	12	0	0	0	0	2025	0	0	0	4378	0	4031	0	0	0	0	4915	1533	0	0	3237	943	0	0	0	3393	2864	0	785	0	0	0	2399	0	3986	2458	0	2765	0	2176	0	0	0	3689	367	0	0	0	0	5502	1753	2327	2893	0	0	3686	0	3209	0	1366	0	0	908	0	0	0	0	0	48	28	26	13	30	23	5	14	21080	23300	910	50752	4470
295	40	753028	57	173	351	3	156	60	37	18	113	77	7	29	591	1512	0	1249	590	435	546	1392	1102	2868	0	522	650	539	2160	1488	274	1403	3149	1313	689	0	1927	596	1077	1113	2366	1541	557	640	0	1444	1096	0	0	665	1368	1150	748	256	162	797	1695	261	1286	920	0	823	1030	1819	768	605	2037	1398	0	1218	1133	819	512	0	470	573	0	0	0	0	3300	41	25	21	12	27	20	5	12	16320	16170	790	23316	3861
296	40	1605146	59	504	267	3	161	62	41	19	117	74	6	30	1303	2545	3391	1148	1498	2157	0	2136	3285	2473	1805	4878	0	1218	3027	0	2177	1029	2146	2282	457	2221	0	0	3800	1559	1214	0	2270	568	4553	3911	1065	3222	1062	5203	2872	2642	2941	0	2070	1180	2011	0	3108	2902	2140	2154	2442	2513	2523	2742	1719	1049	3134	2244	1851	1340	3600	2590	0	1915	1933	1901	4482	1279	1935	57	34	30	18	36	29	6	16	35240	43670	1755	71677	5352
297	40	834039	18	301	235	3	44	17	8	3	30	22	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3421	0	4799	2544	0	4241	0	0	4812	0	0	0	0	0	0	0	0	0	0	0	0	0	3809	0	0	0	4951	2660	0	0	0	3946	5474	2280	0	0	4462	3834	0	0	0	4109	0	5671	0	2235	0	1765	0	0	0	0	5729	38	23	20	11	24	18	4	11	19060	22580	880	59121	3554
298	40	367274	62	253	121	3	169	59	42	20	123	78	7	32	545	0	516	748	756	359	86	355	51	230	169	334	1026	0	558	431	645	272	704	768	1344	268	620	204	263	263	700	494	299	1255	429	385	607	410	128	0	431	351	938	185	373	302	672	878	618	705	605	167	201	0	0	518	753	620	405	196	650	11	574	444	411	696	572	923	273	659	259	41	25	21	12	27	20	5	12	8440	22270	1055	35019	3861
299	40	407682	1	228	355	3	1	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	3	9	3	2	1	2	12540	13680	195	685	505
300	40	1067864	50	286	337	3	135	47	37	17	98	64	6	30	1846	0	0	1095	597	2890	1585	1591	1190	1814	0	3076	2549	0	1835	2045	731	0	3108	0	1579	3910	2509	2175	699	1330	1398	1892	1440	1215	2977	499	1007	3435	0	0	2224	1967	2807	0	1406	1200	0	0	1012	0	3170	1647	0	1423	1265	2074	2463	2845	1660	0	3242	260	0	1039	2642	3543	2079	0	2211	2113	0	48	28	26	13	30	23	5	14	23400	25440	1165	66000	4470
301	40	55427	5	263	18	3	9	6	4	1	10	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1357	0	0	0	0	1146	0	0	0	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	19	11	10	7	12	11	2	5	4640	21690	650	1852	1798
302	40	126758	65	180	64	3	173	66	45	20	130	81	6	33	308	178	219	199	0	39	0	173	212	155	52	394	277	132	86	334	47	74	280	43	186	196	0	248	124	124	254	294	215	202	219	132	206	172	232	380	146	301	108	35	439	264	210	0	11	0	287	177	235	70	173	334	22	132	289	13	86	82	350	0	203	213	46	31	268	85	483	41	25	21	12	27	20	5	12	3260	15770	790	7515	3861
303	40	473815	31	456	82	3	79	30	26	15	59	41	2	13	0	1362	189	1827	0	0	0	777	0	1373	0	0	1156	911	589	0	1599	981	0	1460	0	1708	0	0	0	0	1445	809	1940	1213	0	1407	1717	0	0	0	449	0	1112	0	0	0	0	0	757	0	681	0	1464	0	0	1076	0	0	0	1216	1158	1413	1559	0	0	1538	0	1743	624	0	0	41	25	21	12	27	20	5	12	12100	38880	1345	44488	3861
304	40	534046	11	523	110	3	22	16	6	4	24	15	1	4	0	5472	5147	0	0	6355	0	0	5126	0	5352	0	0	0	0	0	0	0	0	0	0	0	4819	0	5241	0	0	0	0	0	0	0	0	0	0	0	0	0	3903	0	0	0	0	0	0	7133	0	3729	0	0	0	5200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	15	13	8	15	13	3	9	15060	43360	885	59583	2431
305	40	235961	19	354	49	3	62	17	6	5	38	21	3	8	0	0	0	0	0	0	0	0	0	0	621	0	0	0	0	0	959	0	709	0	0	0	1238	743	0	834	0	0	1285	0	1029	0	0	0	779	0	1011	0	0	0	0	1385	1024	943	0	0	0	615	1106	0	0	0	0	916	563	578	0	0	1024	0	0	0	0	0	0	0	0	37	23	16	11	24	18	5	12	6960	29690	980	18370	3422
306	40	399088	21	401	104	3	44	25	10	6	48	24	2	13	0	0	0	0	0	0	0	0	0	1486	1914	0	2338	0	0	1613	1933	0	0	1219	0	945	0	1429	2786	0	2265	0	1567	0	2339	0	0	0	3424	0	0	0	2557	2612	2257	3164	0	0	0	1615	0	0	0	0	0	1662	1164	0	0	0	0	0	1577	0	0	0	0	0	0	0	0	44	26	21	12	27	21	5	14	10620	31870	1170	36436	4031
307	40	1604734	37	541	252	3	96	44	27	10	70	49	5	12	0	4246	2027	0	2400	0	2403	0	0	4409	0	2189	0	5686	0	0	2229	5102	0	4062	2977	3993	0	4707	3054	3939	0	0	0	0	0	5354	6305	2973	2728	0	3717	5921	0	2129	0	0	2682	3969	3071	3885	2768	3984	3076	2988	3898	0	0	0	3837	0	7717	0	0	3770	2322	0	0	0	3201	0	2715	52	31	27	15	33	26	6	15	35820	46290	1575	120703	4871
308	40	719971	36	148	376	3	99	45	21	10	71	45	4	14	0	0	1080	0	0	654	517	0	619	164	1526	0	0	0	0	658	2508	0	0	2021	0	2929	3565	229	2034	1298	1293	0	0	0	0	1421	0	0	0	0	1674	1642	1351	0	1240	1086	1871	1162	1477	765	1385	0	683	0	0	0	0	0	0	3150	2776	0	1616	2721	1211	1933	0	1991	1947	0	1410	47	27	24	13	30	22	6	14	15680	12180	645	22485	4334
309	40	1700314	32	543	283	3	81	32	17	8	57	41	2	13	6103	0	5663	0	0	0	0	0	0	0	0	3200	0	4892	0	0	7201	3743	0	0	4747	0	5411	5764	0	2083	0	0	5036	5089	4508	1525	4994	2683	0	5110	0	6439	0	0	0	5086	5824	0	4826	2744	0	0	0	0	6331	3166	0	4915	0	4004	7535	7752	0	2209	4174	0	0	5068	0	0	5709	48	30	23	15	33	25	7	14	38060	42100	1510	134552	4569
310	40	895715	14	486	165	3	34	19	12	5	32	14	1	7	0	6386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5480	5308	0	0	0	0	0	6865	0	0	0	7235	6745	0	0	0	0	6964	0	6175	0	0	5253	4631	0	0	6699	0	0	0	0	2831	0	0	0	0	0	0	0	0	0	0	0	0	6118	0	0	0	3305	0	0	41	25	21	12	27	20	5	12	23000	43750	1305	33203	3861
